DispNum3,DispNum4,Story
4435,20701,Greece and Turkey continue their conflict over the extent of their individual territorial boundaries and holdings in the Aegean Sea.  Both countries continued to utilize their naval and aerial forces in displays of force over the maritime region.
4439,20802,"A Turkish fishing boat crossed into Bulgarian waters to retrieve its fishing nets.  While in Bulgarian waters it was fired upon by Bulgarian coast guard, killing one of the fishermen.  Turkey protested the incident."
4438,20801,"A Russian warship located in Sevastopol fired an unarmed missile that landed in Ukrainian territory.  Ukrainian diplomats protested the incident. The port from which the missile was fired is located within Ukrainian territory, but is leased by Russia.  This arrangement has led to heightened tensions between the two in the past"
4440,20803,"Russia increased its naval presence near the Spitsbergen islands. While Norway maintains sovereignty over the islands, the two states hold a dispute over which side has the right to operate within the 200-mile economic zone that surrounds them."
4441,20901,Ukraine fortified sections of its border with Moldova with additional troops to prevent incursions by extremist groups from the neighboring country.
4442,21001,"On January 17, 2010, border guards from Kyrgyzstan and Uzbekistan become engaged in a clash on Kyrgyz territory.  The cause of the clash is unclear, with each side blaming the other for initiating hostilities.  There were no casualties.  Later, on June 12, 2010, Uzbekistan fortifies its border with Kyrgyzstan, citing unrest in the later country."
4443,21002,Turkish military fly dangerously low over a Greek frigate.  Greece protests the incident.  The incident took place in international waters between Chios and Samos in the Aegean sea.
4282,30201,"This is a continuation of MID 4282 and continues to be caused by ongoing disputes between North and South Korea over the Northern Limit Line in the Yellow Sea and the DMZ between the two countries.  At the NLL, North Korea repeatedly sent ships into South Korean waters, although these incursions were brief and the ships usually returned to North Korean waters folloiwng the deployment of South Korean ships to the area.  At the DMZ, both North Korea and South Korea increased military defenses on their mutual border.  In a few instances, the two sides exchanged machine gun fire, though this event did not result in sustained armed hostilities between the two countries."
4444,30202,Ships from the Taiwanese navy and coastguard chased off a Chinese research ship that had entered Taiwanese waters. Taiwan also chased off Chinese spy ships that entered its waters.
4445,30203,Chinese military authorities forced their way into a Japanese consulate in northeast China in order to detain several North Koreans seeking asylum. The North Koreans were returned to North Korea.
4446,30204,"Vietnam accused China of performing naval drills in Vietnamese waters, which they also claimed was impeding Vietnamese naval and shipping traffic.  China denied the accusations, claiming that all naval drills occurred in Chinese waters, albeit near Vietnamese waters."
4447,30205,"Similar to MID 30203, Chinese authorities forced their way into the South Korean embassy in Beijing in order to seize several North Koreans there seeking asylum."
4448,30206,"The Philippine navy seized two Chinese fishing vessels in an area of the South China Sea near the Luzon Islands, ownership of which is disputed with China.  The Chinese government protested the seizure."
4449,30207,"Japan mobilized 15 patrol boats to chase a North Korean spy boat out of Japanese waters.  The North Korean ship exited Japanese waters as the fleet approached, though no shots were exchanged."
4450,30208,Chinese patrol planes buzzed a US Navy oceanographic ship that had entered China’s economic exclusion zone.
4451,30209,Two Spanish warships stopped a North Korean vessel suspected of carrying Scud missiles to Yemen. The Spanish warships escorted the ship to a Yemeni port where it was searched by the US Navy. The ship was released after it was cleared by US officials.
4455,30304,"Tension between the US and North Korea increased over North Korea’s pursuit of nuclear weapons. The US military increased its naval presence around the Korean peninsula with several additional warships. North Korea responded with its own shows of force in the waters of the Yellow Sea. In one incident, North Korea mobilized several planes to chase off American planes that had entered North Korean airspace."
4452,30301,"Indonesian troops drove about 3 KM into PNG territory and attacked a village, killing several civilians.  Indonesia argued that the town was harboring rebels, which was the reason for the attack."
4453,30302,The Indonesian military sank four Philippine fishing boats and arrested the fishermen for illegally fishing in Indonesian waters. The Philippines protested the act.
4454,30303,Japan dispersed dozens of Taiwanese fishermen in a disputed area of the East China Sea.  Both Japan and Taiwan claim the area as exclusive fishing sectors for their respective countries.
4456,30305,Japan put its navy on alert when they believed North Korea was going to test fire a new missile. Japanese naval authorities also seized a North Korean vessel for safety violations during a crackdown on North Korean smuggling. They released the ship the next day.
4457,30306,"The disputed Senkaku (Diaoyu) Islands were a source of tension for China and Japan. Japan asserted its claim over the islands by dispatching several coast guard vessels and planes to the island to prevent Chinese activists from landing on it, regularly patrolling the waters just outside of what is conventionally seen as the extent of Chinese territorial waters.  In one particular incident, Japanese ships and planes attacked two Chinese fishing boats near the islands."
4458,30307,"Chinese soldiers briefly crossed over the CHN-IND border into Arunachal Pradesh, which is disputed between the two countries, and briefly detained and interrogated some Indian border patrol guards.  Although the Chinese forces detained Indian troops, it was not for a period long enough to warrant a seizure and no force was apparently used, so only the border violation is coded."
4459,30308,"Spain seized a South Korean weapons shipment to Senegal. South Korea protested and claimed that it was a legal shipment, while the Spanish countered that the weapons were being transported with false documentation.  It is unclear when, or if, the weapons were released."
4460,30309,"On July 3, USA warships and planes briefly violated Indonesian waters near the island of Java."
4461,30310,"Taiwan increased patrols in the Bashi Channel, an area of disputed fishing rights with the Philippines, following what they claimed to be Filipino aggression toward Taiwanese fishermen in the region."
4462,30311,"Taiwan protested intrusions into its territorial waters by Chinese research vessels. Taiwan accused them of being spy ships. In response, Taiwan also stepped up naval patrols around Matzu Masu islands, ownership of which is disputed between Taiwan and China."
4463,30312,"China moved 150,000 troops to its border with North Korea during heightened tensions over North Korea’s nuclear program."
4464,30313,"Vietnamese naval vessels attacked two Chinese fishing boats, seizing one,after they were found fishing in a disputed area. China protested and thecrew was eventually released."
4465,30401,The US deployed new air defense batteries to the Korean DMZ and sent asquadron of fighter jets for training. North Korea also accused the US ofrepeated airspace violations by American spy planes.
4466,30402,China moved troops to its border with North Korea in order to stem thenumber of North Korean refugees crossing the border.  North Korea movedits own troops to the border in response.
4467,30403,"Japanese naval forces went on full alert when they detected an unidentifiednuclear submarine operating in Japanese waters.  The sub was determinedto be of Chinese origin, which China later corroborated.  Japanese navalforces followed the Chinese sub until it left Japanese waters."
4470,30503,"Taiwan repeatedly deployed naval vessels to the waters around the SenkakuIslands, an area of water disputed with Japan (see MID 30306), to protect itsfishermen from harassment by Japanese naval vessels."
4468,30501,South Korea several times deployed fighter jets to warn away Japaneseplanes approaching the disputed Tokdo Islands. South Korea also increasedtheir patrols around the Tokdo islands when Japan stepped up patrolsaround the islands.
4472,30505,China dispatched 5 warships to a disputed area of the East China Seasurrounding the Chunxiao gas fields . Another Chinese ship violatedJapanese waters in the area 2 months later. Both China and Japan claim thearea for its rich gas resources.
4473,30506,"Border guards in the Korean DMZ briefly exchanged fire.  While PRK forcesfired first, it is unclear why the exchange occurred."
4474,30507,"200 Chinese troops entered Bhutan and began constructing roads andbridges.  Bhutan declared the intrusion a violation of its territorialsovereignty, while China stated that the troops were there peacefullyproviding economic development for both Bhutan and western China."
4471,30504,Indonesian troops stormed and seized a Croatian transport vessel.  It isunclear why it was detained or when it was released.
4469,30502,Taiwan threatened to forcibly board a Chinese surveillance ship after theship ignored warnings to leave Taiwanese territorial waters.
4475,30601,A Russian military transport plane violated Japanese airspace several times. Japan scrambled fighters in response.
4477,30603,"Russian patrol boat opened fire on a Japanese fishing vessel in the waters near the disputed Kaigara Islands, killing one of the crew."
4478,30701,"Chinese destroyers passed through Taiwanese and Japanese territorial waters and traveled along the east coast of Taiwan.  It is unclear what the intended purpose of the incursion was, but it is most likely a show of Chinese naval strength."
4479,30702,Taiwan threatened to forcibly board a Chinese surveillance ship after the ship ignored warnings to leave Taiwanese territorial waters.
4482,30803,"A Tawianese survey boat, accompanied by several Taiwanese naval warships, entered Japanese waters near the disputed Senkaku Islands, where they remained undisturbed before leaving several hours later."
4480,30801,"A Russian bomber briefly violated Japanese airspace over the Izu island chain, prompting Japan to scramble fighters before the bomber returned to Russian airspace."
4481,30802,"Continuing the dispute between North and South Korea over the NLL (see MID 30201), North Korean ships briefly violated South Korean waters on several occassions, but these incursions resulted in no armed hostilities."
4483,30901,"The impetus of this particular MID was the joint US-ROK military maneuvers in 2009, which North Korean strongly protested.  However, the larger underlying issues remain the demarcation of the Northern Limit Line in the Yellow Sea and continuing tension around the DMZ between PRK and ROK (see MID 30201 and 30802).The majority of incidents involve shows of force by North and South Korea, mostly via North Korean warships crossing over the NLL.  Several threats were also made about increasing hostilities should such shows of force happen.  The MID reached a height when North Korean forces shelled the South Korean island of Yeonpyeong, killing several soldiers and resulting in an artillery clash between the two sides. Ultimately, the hostilities between the countries subsided to their normal level of intensity."
4484,30902,A Russian border guard helicopter fired at two Japanese fishing boats in disputed territorial waters around the Kuril Islands.
4485,30903,The Russian coast guard sank a Chinese merchant ship that attempted to flee port after a dispute over the cargo contianed in the ship.
4486,30904,"Chinese vessels harassed a US oceanographic survey ship, prompting the US to deploy a destroyer to escort and protect the survey ship.  In response, China deployed several warships to both follow the US vessels and patrol the larger South China Sea."
4487,30905,"Following local reports that Chinese troops crossed into Indian territory, India placed its border military forces on heightened alert against future incursions."
4491,31004,"Japan and China disputed control of the Senkaku Islands (see MID 30306). China often conducted naval patrols nearby, utilizing naval warships and fishing and civilian activist vessels to harrass Japanese naval forces.  At the height of this particular MID, Japan detained and eventually released a Chinese fishing boat captain who rammed his boat into a Japanese patrol boat."
4490,31003,North Korean border patrol forces opened fire on a Chinese vessel suspected of smuggling in the rivers connecting North Korea and China. Three Chinese civilians were killed.
4492,31005,"When a Taiwanese fishing boat occupied by activists approached the Senkaku islands, Japan deployed 11 naval warships to turn the boat around."
4493,31006,"A South Korean patrol boat attempted to stop a Chinese fishing boat suspected of illegally fishing in Korean waters. The Chinese vessel rammed the Koreans, who then sunk the fishing boat in response, killing three of the fishermen."
4488,31001,Chinese patrol boats around the disputed Spratly Islands harassed Vietnamese fishing boats. Two Vietnamese boats and their crews were seized and later released.
4489,31002,A Chinese naval helicopter made a flyover around a Japanese destroyer in the waters near Okinawa.
4494,40201,"Russia protested to Argentina regarding the shelling of a Russian fishing vessel by the Argentinian coast guard. The incident occurred on 6/13/2002. Argentine forces believed that the vessel was violating their waters, but the Russian crew considered themselves to be in international waters. The Argentines opened fire when the Russian vessel refused to show its catch. Russia took particular issue with the lack of warning shots by Argentine forces."
4495,40301,"Venezuela announced on 3/13/2003 the deployment of additional troops, arms, and aircraft to its border with Colombia, where violence between the Colombian military, left-wing rebels, and right-wing paramilitaries sometimes spill over. On 3/27/2003, Venezuela bombed Colombian irregulars inside Venezuela, but did not further establish the identity of the targeted irregulars. Venezuela denied an accusation by Colombia that Venezuelan military planes dropped bombs on Colombian territory in 3/2003 during a battle between left-wing rebels and right-wing paramilitaries. It also denied tolerating Colombian left-wing rebels on its territory or otherwise supporting them. The presidents of Colombia and Venezuela planned to discuss the dispute in a meeting in Venezuela on 4/23/2003, but not formal end to interstate hostilities was ever announced."
4496,40302,"About 100 Brazilian troops, backed by military helicopters, attacked a Peruvian village near the shared BRA-PER border.  While it is unclear why the attack occurred, local Peruvian sources stated that the cause of the incident was an ongoing timber dispute between locals on either side of the border"
4497,40401,"In 2/2004, the Dominican Republic fortified the border with Haiti to guard against Haitian refugees and violence connected to the rebellion in Haiti. From 2/22/2004 to 2/23/2004, the Dominican Republic deployed 1200 to 1500 additional troops to reinforce its border with Haiti, bringing the total number of Dominican troops on the border to 3000 as of 2/24/2004. On 2/26/2006, the Dominican Republic deployed more troops to the southwest of the state to guard against assaults from Haitian rebels."
4498,40501,"On 7/1/2005, Ecuador deployed 200 additional troops to reinforce its border with Colombia against incursions by Colombian irregulars and rebels based near the COL-ECU border, resulting in a total of 550 Ecuadorean troops along the border."
4499,40601,"Ecuador accused Colombian military aircraft of violating its airspace on 3/11/2006. Colombia stated that its military counter-attacked FARC mortar shelling from inside Ecuador, but denied that the military entered Colombian airspace. Ecuador claimed the incident was the fourth airspace violation by Colombia in the preceding five months. FARC regularly attack Colombian military targets near the border with Ecuador, and Colombia accuses FARC of staging attacks from inside Ecuador."
4500,40602,"About 70 Venezuelan soldiers and a helicopter entered into Colombian territory and fired on a settlement there.  It is unclear why the attack occurred, but, given the history of hostilities between Venezuela and Colombia over rebels near the countries' shared border, it is possible that the attack occurred on a suspected rebel settlement."
4501,40701,15 Colombian soldiers entered Ecuador and killed two men. Unclear why the village was attacked.
4502,40801,"The dispute commenced with a border violation on 3/1/2008 or 3/2/2008 in which Colombia killed a number of FARC rebels inside Ecuador, including senior FARC member Raul Reyes. In response, Ecuador and Venezuela deployed troops to fortify their respective borders with Colombia. Venezuelan border fortifications continued as of 3/4/2008. On 5/17/2008, Venezuela charged that Colombian troops had crossed the border into Venezuela. Venezuela announced that it had stopped the Colombian troops on the Venezuelan side of the border, and issued a protest to Colombia. On 5/19/2008, Venezuela announced that a separate group of Colombian troops that had crossed into its territory left at the request of Venezuelan troops. There were no other disputes between Colombia and Ecuador, or between Colombia and Venezuela, in the remainder of 2008."
4503,40802,"The dispute commenced with a border violation on 3/1/2008 or 3/2/2008 in which Colombia killed a number of FARC rebels inside Ecuador, including senior FARC member Raul Reyes. In response, Ecuador and Venezuela deployed troops to fortify their respective borders with Colombia. Venezuelan border fortifications continued as of 3/4/2008. On 5/17/2008, Venezuela charged that Colombian troops had crossed the border into Venezuela. Venezuela announced that it had stopped the Colombian troops on the Venezuelan side of the border, and issued a protest to Colombia. On 5/19/2008, Venezuela announced that a separate group of Colombian troops that had crossed into its territory left at the request of Venezuelan troops. There were no other disputes between Colombia and Ecuador, or between Colombia and Venezuela, in the remainder of 2008."
4504,40901,"Similar to previous MIDs involving Ecuador and Colombia, the underlying issue between the two countries remains to be military tensions over actions against rebels operating in the two countries.  On 3/7/2009 and 3/18/2009, Ecuador deployed troops to fortify its border with Colombia, officially in response to the infiltration of Colombian paramilitaries, particularly the right- wing AUC, into Ecuador.  On 8/12/2009, Ecuador again deployed troops to its border with Colombia and demanded that Colombia permanently patrol its side of the border as a condition of resuming diplomatic relations with Colombia, which Ecuador terminated after Colombia attacked FARC rebels inside Ecuador in 3/2008."
4505,40902,"Again, the underlying issue between Colombia and Venezuela is the ongoing military hostilities resulting from actions against rebels operating between the two countries.  On 8/9/2009, Colombia accused Venezuelan troops of an incursion into Venezuela through the Orinoco River to hunt down FARC rebels.  In response to an increasing frequency of incursions into Venezuelan territory by Colombian forces, Venezuela deployed additional troops to secure its border with Colombia.  This additional deployment resulted in Colombia placing its military on “maximum alert.”"
4506,41001,"On 1/8/2010, Venezuela scrambled military jets to intercept a U.S. military plane that it claimed violated Venezuelan airspace for a total of 34 minutes on two occasions."
4507,41002,"On 7/22/2010, Venezuela suspended diplomatic relations with Colombia over accusations that Venezuela harbored Colombian rebels. Venezuela charged that a Colombian military helicopter violated Venezuelan airspace on 7/29/2010. From 7/30/2010 through 8/2/2010, Venezuela deployed troops along its border with Colombia due to alleged threatening moves by Colombia."
4508,41003,"On 10/21/2010 and again on 11/2/2010, Costa Rica protested cross-border intrusions by Nicaraguan forces. Tensions between each state had been high over dredging operations undertaken by Nicaragua in the San Juan River, which Costa Rica claimed had negative environmental impact on its territorial holdings on the Calero Island.  Nicaragua then claimed sovereignty over a small portion of the island, with its troops replacing a Costa Rican flag there with a Nicaraguan flag.  The dispute was brought to both the Organization of American States and the International Court of Justice.  The latter ruled that each state is to refrain from sending any military or civilians personnel to the disputed area (save for Costa Rican environmental monitors), and to refrain from taking any action that may extend the existing dispute."
4325,50203,"Beginning in 2002, Turkey took advantage of the U.S. imposed no-fly zone in northern Iraq and took increasingly violent action against Kurdish separatists operating in the area.  Over the course of 2002 and part of 2003, Turkish military forces occupied much of northern Iraq and clashed periodically with Kurdish rebels.  In addition, it periodically deployed additional troops to its border with Iraq to stymie the inflow of Kurdish rebels into Turkey from Iraq."
4273,50202,"Over the course of 2002, US and UK planes bombed various Iraqi defense systems placed either in or near the US-imposed no-fly zones.  During this time Iraq deployed ground forces to its border towns in a preemptive move against future US aggression.  Beginning in March 2003, the US began deploying additional land, naval, and air forces to the the Middle East in a clear show of force and build-up to a future invasion of Iraq. In March 2003, just prior to the US-led invasion, several Middle Eastern countries deployed small numbers of troops to Kuwait in a symbolic show of defense for the neighbor of Iraq, which had been the historical target of Iraqi aggression. Later in March 2003, a US-led coalition, seeking to oust the regime of Saddam Hussein and dismantle alleged Iraqi weapons of mass destruction, invaded Iraq and engaged in major combat operations, ultimately resulting in war, against the country that lasted until May 1, 2003."
4509,50204,"Following Israeli air force training activities, Saudi Arabia moved additional troops to its shared border with Israel."
4510,50205,"In the build-up to the USA-IRQ war (MID 50202), both Iran and Iraq fortified their mutual border with additional troops and defensive construction.  Iran sought to preemptively stymie a spread of any US-IRQ conflict across the border, while Iraq sought to prevent any Iranian military opportunism brought about by increased US action."
4182,50201,"Israel frequently clashed with Hezbollah guerillas in southern Lebanon, both with small arms fire and with artillery strikes over the countries' shared border. As a result, they regularly violated and attacked Lebanese territory, both in southern Lebanon and in the area around Beirut. The conflict culminated with an invasion and occupation of southern Lebanon by the Israeli army after Hezbollah guerillas kidnapped two Israeli soldiers. Israel and Lebanon agreed to a ceasefire after a few months of Israeli occupation in southern Lebanon."
4511,50301,"Israeli troops exchanged fire with Syrian gunmen who had entered Israel via the ISR-SYR border. The Israelis killed one and captured another. Syria claimed they were police simply looking for a drink of water, while Israel countered that they were Syrian soldiers disguised as civilians on an infiltration mission."
4517,50307,"Israel and Syria experienced tensions due to Syria’s support for Hezbollah and various other rebel groups operating against Israel (MID 50201). In one incident, Israeli planes buzzed the palace of Syrian president Bashar al- Assad, perhaps as a show of potential attack capabilities against the Syrian capital. In another, Israel bombed a Palestinian militant training in Syria camp after a suicide attack in Israel. Israel also staged military exercises on the border with Syria in a clear show of force against the Syrian government and their policies."
4512,50302,"During the USA-IRQ war of 2003 (MID 50202), there was a concurrent MID between USA, UKG, and IRN.  The MID began on 3/22 when two USA missiles landed in Iranian territory and US planes violated Iranian airspace while conducting combat operations.  This was met with the Iranian response that it would use military force to repel any further incursions or transgressions against the state.  Later, on June 1, Iranian authorities detained four US soldiers and 2 boats overnight.  About a month later, US forces detained two Iranian reporters due to suspicious activity, which was protested by Iran.  It is unclear when or if the reporters were released."
4513,50303,"During the beginning of the USA-IRQ war (MID 50202), Israel placed its forces on heightened alert due to the possibility of a reprisal missile attack by Iraq against Israel."
4514,50304,"On April 10, Iranian forces crossed into Iraq and clashed with forces of the Iranian opposition group “The People’s Mujahedeen” that were hiding in Iraqi border villages and areas."
4515,50305,Israeli soldiers opened fire on a Swiss diplomat’s car as it crossed a checkpoint in the Gaza Strip.  It is unclear why the soldiers opened fire on the car.
4516,50306,USA arrested 11 Turkish soldiers who were allegedly planning to attack a Kurdish governor in northern Iraq.  The soldiers were released to the Turkish military the next day.
4526,50409,An Israeli tank killed three Egyptian soldiers on the border after mistaking them for Palestinian militants.
4518,50401,"US forces in Iraq exchanged fire with Syrian border troops over the Iraq- Syria border.  No one was killed in the clash.  A few days later, US military forces increased the US troop presence along the Iraq-Syria border to prevent incursions into Iraq by Syrian troops and foreign fighters."
4519,50402,"While questioning potential smugglers near the Iraqi town of Tikrit, US forces were fired upon by Iranian border troops from Iranian territory.  US forces returned fire, killing one of the Iranian troops."
4520,50403,Turkey moved significant numbers of troops to its border with Syria to ensure border stability following several violent riots in Syria.
4523,50406,"Iran moved four battalions of troops to its border with Iraq in the event of a US pullout from Iraq (MID 50202), which would leave a security vacuum in the region.  It is not immediately clear if the battalions were deployed to seal the border defensively, or if they will be used in an offensive capacity to move into Iraq following a US pullout. In August 2004, Iraq deployed additional forces to its border with Iran to prevent incursions into the country and smuggling. On January 5, 2005, Iraq seized two Iranian border guards on the two states’ shared border.  After an Iranian protest of the incident, Iraq released the two Iranian troops."
4521,50404,"On June 3, 2004, Emirati naval forces fired upon and seized an Iranian fishing boat that it claimed was operating in its territorial waters.  Iran protested the incident, claiming that the Emirati boat crossed into Iranian waters.  As a reprisal, Iran seized six Emirati fishing boats on June 13.  All of the fishermen and boats were released by both sides on July 1."
4522,50405,"Qatar fired upon and seized 2 Iranian fishing vessels, killing one fisherman in the process.  It is unclear when or if the boats and fishermen were released by Qatar."
4524,50407,"The underlying issue of this MID is the increasing hostilities between the US and Iran over the Iranian nuclear program.  In August 2004, US warplanes violated Iranian airspace, apparently to test the sensitivity of Iran’s anti- aircraft defense system.  In November, both a US cruiser and US warplanes simultaneously violated Iranian territorial waters and airspace briefly. In January 2005, US warplanes violated Iranian airspace near Afghanistan, apparently spying on potential Iranian nuclear sites.  This prompted the Iranian military to threaten force to repel all future incursions into Iranian territory."
4525,50408,"On September 23, 2004, two Turkish helicopters briefly violated Iranian territory in search of PKK elements.  After taking fire from Iranian border troops, the helicopters returned to Turkey.  Later, on September 29, Turkish troops were fired upon by Iranian border units across the border while searching the border area for PKK terrorists."
4527,50501,"This MID is largely comprised of border skirmishes between Syrian troops and US/Iraqi border forces, and various border violations and shows of force by US forces hunting Iraqi terrorists in Syria. In April, 2005, US and Iraqi forces clashed with Syrian border troops who were apparently attempting to provide covering fire for terrorists crossing the border into Iraq.  Following this incident, the US stepped up its operations in Syrian territory, which resulted in both sides massing troops at the Syrian-Iraqi border to stop crossings from either side.  In July 2005, US and Iraqi forces again clashed with Syrian border troops briefly across the border, possibly mistaking the Syrian troops for terrorists."
4528,50502,"Turkey amassed roughly 10,000 troops along its border with the Kurdistan region of northern Iraq.  The troops were placed in the region in preparation of a future operation into northern Iraq to engage Kurdish militants."
4530,50504,"Yemeni border troops seized a Saudi military officer after the officer chased smugglers into Yemeni territory.  Following the capture, Saudi border troops attacked the Yemeni troops in a rescue operation, leading to a clash between the two sides.  It is unclear if the Saudi officer was rescued or detained."
4529,50503,"In July and August 2005 Iran undertook an offensive against Kurdish rebels operating from Iraqi Kurdistan.  Iran bombed several towns in the region and clashed directly with the rebel using ground troops, resulting in the deaths of 20 Iranian troops."
4531,50601,Three Egyptian security officers crossed into Israel. They exchanged fire with an Israeli military post for unknown reasons. Two of the Egyptians were killed. Each side accused the other of firing first.
4532,50602,"Largely in a continuation of the underlying issues of MID 50302, Israeli warplanes buzzed the summer residence of Syrian president Bashar al- Assad. Syrian anti-air defenses opened fire on the Israeli planes in response. Syria also put its forces on alert during the Israeli invasion of Lebanon, and both countries threatened to use force against the other if they initiated a military action."
4533,50603,"Despite agreeing to a cease-fire in 2006 (MID 50205), violent incidents continued between Israel, Hezbollah, and Lebanese forces in southern Lebanon.  Israeli forces periodically raided Hezbollah strongholds in southern Lebanon, as well as conducted aerial bombings of both southern Lebanon and areas around Beirut.  The Lebanese military became more active, however, in this MID than in the previous MID between the two countries, directly engaging Israeli jets and troops with their own military forces, resulting in some clashes between the two sides."
4534,50604,"Iran detained 7 Iraqi soldiers after the Iraqi troops illegally entered Iran.  It is unclear why the Iraqi troops entered Iran.  It is also unclear when, or if, the Iraqi troops were released."
4539,50705,Israeli warplanes bombed a suspected cache of nuclear material in Syria. The Israelis retreated when Syrian planes engaged them.
4535,50701,"This MID is largely comprised of a continuation of the underlying issue between the US and Iran over Iran’s proposed nuclear program.  On January 11, US forces raided the Iranian consulate in Iraq, seizing five of its staff and confiscating documents.  It is unknown when or if the Iranian officials were released. Later, in March 2007, the US conducted combined troop, naval, and aerial operations in the Persian Gulf as a show of force against Iranian military operations in the area.  A few days later, on April 1, two US planes flew over southwestern Iran at low altitudes."
4536,50702,"During 2007 and 2008, Iran undertook a series of artillery campaigns against Iraqi towns located in the Kurdistan region, periodically bombing various towns in an effort to root out or destroy cells of the PKK and PEZAK.  There were no reports of any codeable action by Iraq during this MID."
4537,50703,"Between 2007 and 2009, Turkey undertook a major bombing and artillery shelling campaign against various towns in Iraq’s Kurdistan region in hopes of rooting out or destroying elements of the PKK in Iraq.  There were no codeable incidents of Iraqi responses to the bombing campaign."
4538,50704,US forces in Iraq detained 8 Iranian men in Baghdad due to their possession of unauthorized weapons.  The men were invited to Baghdad to discuss the building of a power plant.  The weapons were confiscated by US forces and the men were released the next day following questioning.  Iran protested the seizure as an act of US aggression toward Iran.
4540,50801,"US helicopters and troops fired at several buildings five miles inside Syrian territory near Syria’s border with Iraq in a bid to root out insurgents operating in the region.  According to Syrian reports, several civilians were killed in the attack."
4541,50802,Iran threatened US forces in Iraq to stay away from the IRN-IRQ border and that it would shoot down any aircraft found violating Iranian airspace (see MID 50701 for reference).
4542,50901,Israeli troops fired at and detained the French consul to Jerusalem as he was trying to re-enter Israel from Gaza.
4544,50903,Israeli soldiers shot and wounded and Egyptian policeman on the border after he acted in a suspicious manner.
4546,50905,"Iranian troops occupied a disputed oil field in Maysah province, 300 km southeast of Baghdad.  The troops remained in the region until the end of January 2010, when they finally left the region following a series of Iraqi protests to the occupation."
4543,50902,US forces in Iraq shot down an Iranian drone that violated Iraqi airspace for over an hour.
4545,50904,"This MID is a continuation of the actions in MID 50603, as Israel continued its operations against Lebanese miltiary targets in response to the hostile actions of Hezbollah in southern Lebanon."
4548,51002,Israel deployed three nuclear armed submarines to the Persian Gulf as a show of strength against potential Iranian and Syrian hostilities.
4547,51001,"In May 2010, Iran undertook another massive bombing operation against Kurdish separatists operating in northern Iraq.  The offensive included several artillery shelling campaigns through 2010.  In addition, on one occasion Iranian troops exchanged fire with Iraqi border troops, having mistaken the Iraqi troops for PKK units.  Beginning in June 2010, Iranian troops also moved into Kurdistan, occupying and fortifying portions of the region to use as forward operating bases during the offensive campaign against the Kurdish separatists."
4549,60401,"Hans Island, located in a shipping lane in the Arctic Ocean, has been disputed between Denmark and Canada.  On March 30, 2004, a Danish warship sailed to the island and planted a Danish flag."
4551,60502,"The Canadian Defense Minister, along with military personnel, sailed to Hans Island and planted a Canadian flag, usurping the place of the Danish flag (see MID 60401).  At the same time, the Canadian military increased the number of warships patrolling the region."
4550,60501,"A Canadian patrol boat seized a Portuguese fishing vessel, claiming that the boat was fishing in Canadian waters.  Portugal protested, claiming the boat was in international waters."
4277,70201,"This incident surrounds the territorial dispute over Kashmir.  Relations between India and Pakistan worsened after an Islamic terrorist attack on the Indian Parliament in July 2001, after which point each side sent additional troops to the border along Kashmir and became engaged in a prolonged series of clashes along the disputed border.  Fighting again intensified following an attack by non-state actors on an Indian civilian bus in Kashmir on May 14, 2002."
4553,70203,"The underlying issue of this MID stemmed from hostile actions taken by Myanmar against SSA and KNU rebels, resulting in spillover effects and increased tensions across the Myanmar-Thailand border.  Thailand deployed additional troops to the shared border several times to prevent such spillover effects and incurions into Thai territory by rebels.  On some instances, Myanmar and Thai troops clashed directly when Myanmar's internal conflict spread over the border."
4554,70204,"Indian and Bangladeshi troops exchanged fire after some Indian civilians, guarded by Indian troops, refused to stop the planting of a tea plantation that was encroaching on Bangladesh’s territory.  Although there is some dispute of India's revisionist type, India is coded as a territorial revisionist since it is attempting to alter the territorial status quo for economic gain."
4552,70202,"The Afghanistan-Pakistan border was a source of tension for Pakistani forces and Afghan-American forces.  In several instances, the Afghan military deployed additional troops to the Afghanistan-Pakistan border to secure the frontier against incursions by rebels from Pakistan.  These border troops periodically exchanged small-arms fire with Pakistani troops, but it appears the localized conflicts were simple exchanges of hostilities and not part of larger offensives.  At the end of 2002, the US military became increasingly involved, deploying its own troops to the border with Pakistan and beginning direct attacks against rebels in Pakistani territory."
4555,70205,"The shared border between Bangladesh and India was a source of major tension as violations and raids by both civilians and official forces sparked localized clashes between Bangladeshi and Indian military forces. Additionally, India undertook a policy of forcibly deporting several thousand Bangladeshi civilians, who India claimed entered the country illegally, living in Indian territory near the shared border.  These forcible deportations resulted in additional violent clashes between Bangladeshi and Indian forces as Bangladeshi military troops either attempted to stop the deportations on Indian soil or sought to turn Indian troops out of Bangladeshi territory."
4556,70301,"Malaysian naval vessels repeatedly violated Singaporean territorial waters surrounding a disputed islet of Pedra Blanca during the month of January, resulting in an official Singaporean protest."
4558,70303,"Myanmar fired on several Thai fishing vessels which had entered Myanmar’s waters, killing one fisherman."
4557,70302,"During a battle with KNU rebels near the Thai-Myanmar border, Myanmar troops shot and killed two Thai paramilitary soldiers in a Thai province across the border from the fighting after mistaking them for rebels.  In response, Thailand sent a letter of protest to the Myanmar government."
